Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90
25006LRa192_T2T00-1_PoreC_05915	(0, 100.0)	(1, 95.0)	(2, 94.0)	(3, 94.0)	(4, 93.0)	(5, 93.0)	(6, 93.0)	(7, 93.0)	(8, 92.0)	(9, 92.0)	(10, 92.0)	(11, 91.0)	(12, 91.0)	(13, 90.0)	(14, 90.0)	(15, 89.0)	(16, 88.0)	(17, 88.0)	(18, 87.0)	(19, 86.0)	(20, 84.0)	(21, 83.0)	(22, 82.0)	(23, 80.0)	(24, 79.0)	(25, 77.0)	(26, 75.0)	(27, 73.0)	(28, 71.0)	(29, 68.0)	(30, 66.0)	(31, 64.0)	(32, 61.0)	(33, 59.0)	(34, 56.00000000000001)	(35, 53.0)	(36, 51.0)	(37, 48.0)	(38, 46.0)	(39, 43.0)	(40, 41.0)	(41, 38.0)	(42, 36.0)	(43, 33.0)	(44, 31.0)	(45, 28.000000000000004)	(46, 26.0)	(47, 24.0)	(48, 22.0)	(49, 20.0)	(50, 18.0)	(51, 16.0)	(52, 14.000000000000002)	(53, 13.0)	(54, 11.0)	(55, 10.0)	(56, 9.0)	(57, 8.0)	(58, 7.000000000000001)	(59, 6.0)	(60, 5.0)	(61, 4.0)	(62, 4.0)	(63, 3.0)	(64, 3.0)	(65, 2.0)	(66, 2.0)	(67, 2.0)	(68, 2.0)	(69, 1.0)	(70, 1.0)	(71, 1.0)	(72, 1.0)	(73, 1.0)	(74, 1.0)	(75, 1.0)	(76, 1.0)	(77, 1.0)	(78, 1.0)	(79, 1.0)	(80, 1.0)	(81, 1.0)	(82, 1.0)	(83, 1.0)	(84, 1.0)	(85, 1.0)	(86, 1.0)	(87, 1.0)	(88, 1.0)	(89, 1.0)	(90, 1.0)
25006LRa193_T2T00-1_PoreC_05916	(0, 100.0)	(1, 95.0)	(2, 94.0)	(3, 94.0)	(4, 93.0)	(5, 93.0)	(6, 93.0)	(7, 93.0)	(8, 92.0)	(9, 92.0)	(10, 91.0)	(11, 91.0)	(12, 90.0)	(13, 89.0)	(14, 89.0)	(15, 88.0)	(16, 87.0)	(17, 86.0)	(18, 84.0)	(19, 83.0)	(20, 81.0)	(21, 80.0)	(22, 78.0)	(23, 76.0)	(24, 73.0)	(25, 71.0)	(26, 69.0)	(27, 66.0)	(28, 63.0)	(29, 61.0)	(30, 57.99999999999999)	(31, 55.00000000000001)	(32, 52.0)	(33, 50.0)	(34, 47.0)	(35, 44.0)	(36, 41.0)	(37, 38.0)	(38, 36.0)	(39, 33.0)	(40, 30.0)	(41, 28.000000000000004)	(42, 25.0)	(43, 23.0)	(44, 21.0)	(45, 19.0)	(46, 17.0)	(47, 15.0)	(48, 13.0)	(49, 11.0)	(50, 10.0)	(51, 9.0)	(52, 7.000000000000001)	(53, 6.0)	(54, 5.0)	(55, 5.0)	(56, 4.0)	(57, 3.0)	(58, 3.0)	(59, 3.0)	(60, 2.0)	(61, 2.0)	(62, 2.0)	(63, 2.0)	(64, 1.0)	(65, 1.0)	(66, 1.0)	(67, 1.0)	(68, 1.0)	(69, 1.0)	(70, 1.0)	(71, 1.0)	(72, 1.0)	(73, 1.0)	(74, 1.0)	(75, 1.0)	(76, 1.0)	(77, 1.0)	(78, 1.0)	(79, 1.0)	(80, 1.0)	(81, 1.0)	(82, 1.0)	(83, 1.0)	(84, 1.0)	(85, 1.0)	(86, 1.0)	(87, 1.0)	(88, 1.0)	(89, 1.0)	(90, 1.0)
25006LRa194_T2T00-2_PoreC_05917	(0, 100.0)	(1, 94.0)	(2, 93.0)	(3, 92.0)	(4, 92.0)	(5, 92.0)	(6, 92.0)	(7, 92.0)	(8, 92.0)	(9, 91.0)	(10, 91.0)	(11, 91.0)	(12, 91.0)	(13, 90.0)	(14, 90.0)	(15, 89.0)	(16, 89.0)	(17, 88.0)	(18, 88.0)	(19, 87.0)	(20, 86.0)	(21, 85.0)	(22, 83.0)	(23, 82.0)	(24, 80.0)	(25, 79.0)	(26, 77.0)	(27, 75.0)	(28, 73.0)	(29, 70.0)	(30, 68.0)	(31, 66.0)	(32, 63.0)	(33, 60.0)	(34, 57.99999999999999)	(35, 55.00000000000001)	(36, 52.0)	(37, 49.0)	(38, 46.0)	(39, 44.0)	(40, 41.0)	(41, 38.0)	(42, 35.0)	(43, 32.0)	(44, 28.999999999999996)	(45, 27.0)	(46, 24.0)	(47, 22.0)	(48, 19.0)	(49, 17.0)	(50, 15.0)	(51, 13.0)	(52, 12.0)	(53, 10.0)	(54, 9.0)	(55, 7.000000000000001)	(56, 6.0)	(57, 5.0)	(58, 5.0)	(59, 4.0)	(60, 3.0)	(61, 3.0)	(62, 2.0)	(63, 2.0)	(64, 2.0)	(65, 2.0)	(66, 2.0)	(67, 1.0)	(68, 1.0)	(69, 1.0)	(70, 1.0)	(71, 1.0)	(72, 1.0)	(73, 1.0)	(74, 1.0)	(75, 1.0)	(76, 1.0)	(77, 1.0)	(78, 1.0)	(79, 1.0)	(80, 1.0)	(81, 1.0)	(82, 1.0)	(83, 1.0)	(84, 1.0)	(85, 1.0)	(86, 1.0)	(87, 1.0)	(88, 1.0)	(89, 1.0)	(90, 1.0)
25006LRa195_T2T00-2_PoreC_05918	(0, 100.0)	(1, 94.0)	(2, 93.0)	(3, 92.0)	(4, 92.0)	(5, 92.0)	(6, 92.0)	(7, 92.0)	(8, 91.0)	(9, 91.0)	(10, 91.0)	(11, 90.0)	(12, 90.0)	(13, 90.0)	(14, 89.0)	(15, 88.0)	(16, 87.0)	(17, 86.0)	(18, 85.0)	(19, 84.0)	(20, 82.0)	(21, 81.0)	(22, 79.0)	(23, 77.0)	(24, 74.0)	(25, 72.0)	(26, 69.0)	(27, 67.0)	(28, 64.0)	(29, 61.0)	(30, 57.99999999999999)	(31, 55.00000000000001)	(32, 52.0)	(33, 48.0)	(34, 45.0)	(35, 42.0)	(36, 39.0)	(37, 36.0)	(38, 32.0)	(39, 28.999999999999996)	(40, 26.0)	(41, 24.0)	(42, 21.0)	(43, 19.0)	(44, 16.0)	(45, 14.000000000000002)	(46, 12.0)	(47, 10.0)	(48, 9.0)	(49, 8.0)	(50, 6.0)	(51, 5.0)	(52, 5.0)	(53, 4.0)	(54, 3.0)	(55, 3.0)	(56, 2.0)	(57, 2.0)	(58, 2.0)	(59, 2.0)	(60, 1.0)	(61, 1.0)	(62, 1.0)	(63, 1.0)	(64, 1.0)	(65, 1.0)	(66, 1.0)	(67, 1.0)	(68, 1.0)	(69, 1.0)	(70, 1.0)	(71, 1.0)	(72, 1.0)	(73, 1.0)	(74, 1.0)	(75, 1.0)	(76, 1.0)	(77, 1.0)	(78, 1.0)	(79, 1.0)	(80, 1.0)	(81, 1.0)	(82, 1.0)	(83, 1.0)	(84, 1.0)	(85, 1.0)					
25006LRa218_T2T00_PoreC_06049	(0, 100.0)	(1, 95.0)	(2, 94.0)	(3, 93.0)	(4, 93.0)	(5, 93.0)	(6, 92.0)	(7, 91.0)	(8, 91.0)	(9, 90.0)	(10, 88.0)	(11, 87.0)	(12, 85.0)	(13, 83.0)	(14, 81.0)	(15, 79.0)	(16, 76.0)	(17, 74.0)	(18, 70.0)	(19, 67.0)	(20, 63.0)	(21, 60.0)	(22, 55.00000000000001)	(23, 51.0)	(24, 47.0)	(25, 42.0)	(26, 38.0)	(27, 33.0)	(28, 28.999999999999996)	(29, 25.0)	(30, 21.0)	(31, 18.0)	(32, 14.000000000000002)	(33, 12.0)	(34, 10.0)	(35, 8.0)	(36, 6.0)	(37, 5.0)	(38, 4.0)	(39, 3.0)	(40, 2.0)	(41, 2.0)	(42, 2.0)	(43, 1.0)	(44, 1.0)	(45, 1.0)	(46, 1.0)	(47, 1.0)	(48, 1.0)	(49, 1.0)	(50, 1.0)	(51, 1.0)	(52, 1.0)	(53, 1.0)	(54, 1.0)	(55, 1.0)																																			
25006LRa219_T2T04_PoreC_06051	(0, 100.0)	(1, 94.0)	(2, 94.0)	(3, 93.0)	(4, 92.0)	(5, 91.0)	(6, 90.0)	(7, 88.0)	(8, 85.0)	(9, 82.0)	(10, 79.0)	(11, 75.0)	(12, 70.0)	(13, 65.0)	(14, 60.0)	(15, 55.00000000000001)	(16, 49.0)	(17, 43.0)	(18, 38.0)	(19, 33.0)	(20, 28.000000000000004)	(21, 24.0)	(22, 20.0)	(23, 16.0)	(24, 13.0)	(25, 10.0)	(26, 8.0)	(27, 6.0)	(28, 5.0)	(29, 4.0)	(30, 3.0)	(31, 2.0)	(32, 2.0)	(33, 1.0)	(34, 1.0)	(35, 1.0)	(36, 1.0)	(37, 1.0)	(38, 1.0)	(39, 1.0)	(40, 1.0)	(41, 1.0)																																																	
25006LRa220_T2T12_PoreC_06053	(0, 100.0)	(1, 94.0)	(2, 93.0)	(3, 93.0)	(4, 92.0)	(5, 92.0)	(6, 92.0)	(7, 91.0)	(8, 91.0)	(9, 90.0)	(10, 90.0)	(11, 89.0)	(12, 88.0)	(13, 88.0)	(14, 86.0)	(15, 85.0)	(16, 84.0)	(17, 82.0)	(18, 80.0)	(19, 78.0)	(20, 76.0)	(21, 74.0)	(22, 71.0)	(23, 69.0)	(24, 66.0)	(25, 63.0)	(26, 60.0)	(27, 56.99999999999999)	(28, 54.0)	(29, 51.0)	(30, 48.0)	(31, 44.0)	(32, 41.0)	(33, 38.0)	(34, 34.0)	(35, 31.0)	(36, 28.000000000000004)	(37, 25.0)	(38, 22.0)	(39, 19.0)	(40, 17.0)	(41, 14.000000000000002)	(42, 12.0)	(43, 10.0)	(44, 9.0)	(45, 7.000000000000001)	(46, 6.0)	(47, 5.0)	(48, 4.0)	(49, 3.0)	(50, 3.0)	(51, 2.0)	(52, 2.0)	(53, 2.0)	(54, 1.0)	(55, 1.0)	(56, 1.0)	(57, 1.0)	(58, 1.0)	(59, 1.0)	(60, 1.0)	(61, 1.0)	(62, 1.0)	(63, 1.0)	(64, 1.0)	(65, 1.0)	(66, 1.0)	(67, 1.0)	(68, 1.0)	(69, 1.0)																					
25006LRa221_T2T12_PoreC_06054	(0, 100.0)	(1, 94.0)	(2, 93.0)	(3, 93.0)	(4, 93.0)	(5, 92.0)	(6, 92.0)	(7, 92.0)	(8, 92.0)	(9, 92.0)	(10, 91.0)	(11, 91.0)	(12, 91.0)	(13, 90.0)	(14, 90.0)	(15, 90.0)	(16, 89.0)	(17, 89.0)	(18, 88.0)	(19, 87.0)	(20, 86.0)	(21, 85.0)	(22, 84.0)	(23, 83.0)	(24, 82.0)	(25, 81.0)	(26, 80.0)	(27, 78.0)	(28, 77.0)	(29, 75.0)	(30, 73.0)	(31, 72.0)	(32, 70.0)	(33, 68.0)	(34, 66.0)	(35, 64.0)	(36, 62.0)	(37, 60.0)	(38, 57.99999999999999)	(39, 56.00000000000001)	(40, 53.0)	(41, 51.0)	(42, 49.0)	(43, 46.0)	(44, 44.0)	(45, 42.0)	(46, 39.0)	(47, 37.0)	(48, 34.0)	(49, 32.0)	(50, 28.999999999999996)	(51, 27.0)	(52, 25.0)	(53, 22.0)	(54, 20.0)	(55, 18.0)	(56, 16.0)	(57, 14.000000000000002)	(58, 13.0)	(59, 11.0)	(60, 10.0)	(61, 8.0)	(62, 7.000000000000001)	(63, 6.0)	(64, 5.0)	(65, 5.0)	(66, 4.0)	(67, 3.0)	(68, 3.0)	(69, 2.0)	(70, 2.0)	(71, 2.0)	(72, 2.0)	(73, 1.0)	(74, 1.0)	(75, 1.0)	(76, 1.0)	(77, 1.0)	(78, 1.0)	(79, 1.0)	(80, 1.0)	(81, 1.0)	(82, 1.0)	(83, 1.0)	(84, 1.0)	(85, 1.0)	(86, 1.0)	(87, 1.0)	(88, 1.0)	(89, 1.0)	(90, 1.0)
25006LRa222_T2T13_PoreC_06056	(0, 100.0)	(1, 94.0)	(2, 93.0)	(3, 93.0)	(4, 92.0)	(5, 92.0)	(6, 92.0)	(7, 92.0)	(8, 92.0)	(9, 92.0)	(10, 92.0)	(11, 91.0)	(12, 91.0)	(13, 91.0)	(14, 91.0)	(15, 91.0)	(16, 91.0)	(17, 90.0)	(18, 90.0)	(19, 90.0)	(20, 89.0)	(21, 89.0)	(22, 89.0)	(23, 88.0)	(24, 88.0)	(25, 87.0)	(26, 86.0)	(27, 86.0)	(28, 85.0)	(29, 84.0)	(30, 83.0)	(31, 82.0)	(32, 80.0)	(33, 79.0)	(34, 78.0)	(35, 76.0)	(36, 75.0)	(37, 73.0)	(38, 71.0)	(39, 70.0)	(40, 68.0)	(41, 66.0)	(42, 64.0)	(43, 62.0)	(44, 60.0)	(45, 56.99999999999999)	(46, 55.00000000000001)	(47, 53.0)	(48, 50.0)	(49, 48.0)	(50, 45.0)	(51, 43.0)	(52, 40.0)	(53, 37.0)	(54, 35.0)	(55, 32.0)	(56, 30.0)	(57, 27.0)	(58, 25.0)	(59, 23.0)	(60, 20.0)	(61, 18.0)	(62, 16.0)	(63, 14.000000000000002)	(64, 13.0)	(65, 11.0)	(66, 10.0)	(67, 8.0)	(68, 7.000000000000001)	(69, 6.0)	(70, 5.0)	(71, 5.0)	(72, 4.0)	(73, 3.0)	(74, 3.0)	(75, 3.0)	(76, 2.0)	(77, 2.0)	(78, 2.0)	(79, 2.0)	(80, 1.0)	(81, 1.0)	(82, 1.0)	(83, 1.0)	(84, 1.0)	(85, 1.0)	(86, 1.0)	(87, 1.0)	(88, 1.0)	(89, 1.0)	(90, 1.0)
25006LRa223_T2T13_PoreC_06057	(0, 100.0)	(1, 93.0)	(2, 93.0)	(3, 92.0)	(4, 92.0)	(5, 91.0)	(6, 91.0)	(7, 90.0)	(8, 90.0)	(9, 89.0)	(10, 88.0)	(11, 87.0)	(12, 85.0)	(13, 83.0)	(14, 81.0)	(15, 78.0)	(16, 75.0)	(17, 72.0)	(18, 68.0)	(19, 64.0)	(20, 60.0)	(21, 55.00000000000001)	(22, 50.0)	(23, 46.0)	(24, 41.0)	(25, 36.0)	(26, 32.0)	(27, 27.0)	(28, 23.0)	(29, 20.0)	(30, 16.0)	(31, 13.0)	(32, 11.0)	(33, 9.0)	(34, 7.000000000000001)	(35, 5.0)	(36, 4.0)	(37, 3.0)	(38, 3.0)	(39, 2.0)	(40, 2.0)	(41, 1.0)	(42, 1.0)	(43, 1.0)	(44, 1.0)	(45, 1.0)	(46, 1.0)	(47, 1.0)	(48, 1.0)	(49, 1.0)	(50, 1.0)	(51, 1.0)	(52, 1.0)	(53, 1.0)	(54, 1.0)																																				
25066LRa145_T2T12_PoreC_05688	(0, 100.0)	(1, 94.0)	(2, 93.0)	(3, 93.0)	(4, 93.0)	(5, 92.0)	(6, 92.0)	(7, 92.0)	(8, 92.0)	(9, 92.0)	(10, 92.0)	(11, 92.0)	(12, 91.0)	(13, 91.0)	(14, 91.0)	(15, 91.0)	(16, 90.0)	(17, 90.0)	(18, 90.0)	(19, 89.0)	(20, 89.0)	(21, 88.0)	(22, 88.0)	(23, 87.0)	(24, 86.0)	(25, 86.0)	(26, 85.0)	(27, 84.0)	(28, 83.0)	(29, 82.0)	(30, 81.0)	(31, 80.0)	(32, 78.0)	(33, 77.0)	(34, 76.0)	(35, 74.0)	(36, 73.0)	(37, 71.0)	(38, 69.0)	(39, 68.0)	(40, 66.0)	(41, 64.0)	(42, 62.0)	(43, 61.0)	(44, 59.0)	(45, 56.99999999999999)	(46, 55.00000000000001)	(47, 53.0)	(48, 51.0)	(49, 49.0)	(50, 47.0)	(51, 44.0)	(52, 42.0)	(53, 40.0)	(54, 38.0)	(55, 36.0)	(56, 33.0)	(57, 31.0)	(58, 28.999999999999996)	(59, 27.0)	(60, 25.0)	(61, 23.0)	(62, 21.0)	(63, 19.0)	(64, 17.0)	(65, 15.0)	(66, 13.0)	(67, 12.0)	(68, 11.0)	(69, 9.0)	(70, 8.0)	(71, 7.000000000000001)	(72, 6.0)	(73, 5.0)	(74, 5.0)	(75, 4.0)	(76, 3.0)	(77, 3.0)	(78, 3.0)	(79, 2.0)	(80, 2.0)	(81, 2.0)	(82, 2.0)	(83, 1.0)	(84, 1.0)	(85, 1.0)	(86, 1.0)	(87, 1.0)	(88, 1.0)	(89, 1.0)	(90, 1.0)
25066LRa146_T2T12_PoreC_05689	(0, 100.0)	(1, 94.0)	(2, 93.0)	(3, 93.0)	(4, 93.0)	(5, 92.0)	(6, 92.0)	(7, 92.0)	(8, 92.0)	(9, 92.0)	(10, 92.0)	(11, 91.0)	(12, 91.0)	(13, 91.0)	(14, 91.0)	(15, 90.0)	(16, 90.0)	(17, 90.0)	(18, 89.0)	(19, 89.0)	(20, 88.0)	(21, 87.0)	(22, 87.0)	(23, 86.0)	(24, 85.0)	(25, 84.0)	(26, 83.0)	(27, 82.0)	(28, 80.0)	(29, 79.0)	(30, 78.0)	(31, 76.0)	(32, 75.0)	(33, 73.0)	(34, 71.0)	(35, 70.0)	(36, 68.0)	(37, 66.0)	(38, 64.0)	(39, 62.0)	(40, 60.0)	(41, 57.99999999999999)	(42, 56.00000000000001)	(43, 54.0)	(44, 52.0)	(45, 49.0)	(46, 47.0)	(47, 45.0)	(48, 42.0)	(49, 40.0)	(50, 38.0)	(51, 35.0)	(52, 33.0)	(53, 31.0)	(54, 28.000000000000004)	(55, 26.0)	(56, 24.0)	(57, 22.0)	(58, 20.0)	(59, 18.0)	(60, 16.0)	(61, 14.000000000000002)	(62, 12.0)	(63, 11.0)	(64, 10.0)	(65, 8.0)	(66, 7.000000000000001)	(67, 6.0)	(68, 5.0)	(69, 5.0)	(70, 4.0)	(71, 3.0)	(72, 3.0)	(73, 3.0)	(74, 2.0)	(75, 2.0)	(76, 2.0)	(77, 2.0)	(78, 1.0)	(79, 1.0)	(80, 1.0)	(81, 1.0)	(82, 1.0)	(83, 1.0)	(84, 1.0)	(85, 1.0)	(86, 1.0)	(87, 1.0)	(88, 1.0)	(89, 1.0)	(90, 1.0)
25066LRa147_T2T15_PoreC_05690	(0, 100.0)	(1, 94.0)	(2, 93.0)	(3, 93.0)	(4, 93.0)	(5, 93.0)	(6, 92.0)	(7, 92.0)	(8, 92.0)	(9, 92.0)	(10, 92.0)	(11, 92.0)	(12, 92.0)	(13, 92.0)	(14, 91.0)	(15, 91.0)	(16, 91.0)	(17, 91.0)	(18, 91.0)	(19, 90.0)	(20, 90.0)	(21, 90.0)	(22, 89.0)	(23, 89.0)	(24, 88.0)	(25, 88.0)	(26, 87.0)	(27, 87.0)	(28, 86.0)	(29, 85.0)	(30, 84.0)	(31, 83.0)	(32, 82.0)	(33, 81.0)	(34, 79.0)	(35, 78.0)	(36, 77.0)	(37, 75.0)	(38, 74.0)	(39, 72.0)	(40, 70.0)	(41, 68.0)	(42, 67.0)	(43, 65.0)	(44, 63.0)	(45, 61.0)	(46, 59.0)	(47, 56.99999999999999)	(48, 55.00000000000001)	(49, 53.0)	(50, 51.0)	(51, 49.0)	(52, 46.0)	(53, 44.0)	(54, 42.0)	(55, 40.0)	(56, 37.0)	(57, 35.0)	(58, 33.0)	(59, 31.0)	(60, 28.999999999999996)	(61, 26.0)	(62, 24.0)	(63, 22.0)	(64, 20.0)	(65, 18.0)	(66, 17.0)	(67, 15.0)	(68, 13.0)	(69, 12.0)	(70, 10.0)	(71, 9.0)	(72, 8.0)	(73, 7.000000000000001)	(74, 6.0)	(75, 5.0)	(76, 5.0)	(77, 4.0)	(78, 4.0)	(79, 3.0)	(80, 3.0)	(81, 2.0)	(82, 2.0)	(83, 2.0)	(84, 2.0)	(85, 1.0)	(86, 1.0)	(87, 1.0)	(88, 1.0)	(89, 1.0)	(90, 1.0)
25066LRa148_T2T15_PoreC_05691	(0, 100.0)	(1, 94.0)	(2, 93.0)	(3, 93.0)	(4, 93.0)	(5, 92.0)	(6, 92.0)	(7, 92.0)	(8, 92.0)	(9, 92.0)	(10, 92.0)	(11, 91.0)	(12, 91.0)	(13, 91.0)	(14, 91.0)	(15, 90.0)	(16, 90.0)	(17, 89.0)	(18, 89.0)	(19, 88.0)	(20, 87.0)	(21, 86.0)	(22, 85.0)	(23, 84.0)	(24, 83.0)	(25, 82.0)	(26, 80.0)	(27, 78.0)	(28, 77.0)	(29, 75.0)	(30, 73.0)	(31, 71.0)	(32, 69.0)	(33, 66.0)	(34, 64.0)	(35, 62.0)	(36, 59.0)	(37, 56.99999999999999)	(38, 54.0)	(39, 51.0)	(40, 49.0)	(41, 46.0)	(42, 43.0)	(43, 41.0)	(44, 38.0)	(45, 35.0)	(46, 32.0)	(47, 30.0)	(48, 27.0)	(49, 25.0)	(50, 22.0)	(51, 20.0)	(52, 18.0)	(53, 16.0)	(54, 14.000000000000002)	(55, 12.0)	(56, 10.0)	(57, 9.0)	(58, 8.0)	(59, 7.000000000000001)	(60, 6.0)	(61, 5.0)	(62, 4.0)	(63, 3.0)	(64, 3.0)	(65, 3.0)	(66, 2.0)	(67, 2.0)	(68, 2.0)	(69, 1.0)	(70, 1.0)	(71, 1.0)	(72, 1.0)	(73, 1.0)	(74, 1.0)	(75, 1.0)	(76, 1.0)	(77, 1.0)	(78, 1.0)	(79, 1.0)	(80, 1.0)	(81, 1.0)	(82, 1.0)	(83, 1.0)	(84, 1.0)	(85, 1.0)	(86, 1.0)	(87, 1.0)	(88, 1.0)	(89, 1.0)	(90, 1.0)
25066LRa149_T2T16_PoreC_05692	(0, 100.0)	(1, 94.0)	(2, 93.0)	(3, 93.0)	(4, 92.0)	(5, 92.0)	(6, 92.0)	(7, 92.0)	(8, 92.0)	(9, 91.0)	(10, 91.0)	(11, 91.0)	(12, 91.0)	(13, 90.0)	(14, 90.0)	(15, 90.0)	(16, 89.0)	(17, 89.0)	(18, 88.0)	(19, 88.0)	(20, 87.0)	(21, 86.0)	(22, 85.0)	(23, 84.0)	(24, 83.0)	(25, 82.0)	(26, 81.0)	(27, 79.0)	(28, 78.0)	(29, 76.0)	(30, 75.0)	(31, 73.0)	(32, 71.0)	(33, 69.0)	(34, 68.0)	(35, 66.0)	(36, 64.0)	(37, 61.0)	(38, 59.0)	(39, 56.99999999999999)	(40, 55.00000000000001)	(41, 53.0)	(42, 50.0)	(43, 48.0)	(44, 45.0)	(45, 43.0)	(46, 40.0)	(47, 38.0)	(48, 35.0)	(49, 32.0)	(50, 30.0)	(51, 27.0)	(52, 25.0)	(53, 23.0)	(54, 20.0)	(55, 18.0)	(56, 16.0)	(57, 14.000000000000002)	(58, 13.0)	(59, 11.0)	(60, 10.0)	(61, 8.0)	(62, 7.000000000000001)	(63, 6.0)	(64, 5.0)	(65, 4.0)	(66, 4.0)	(67, 3.0)	(68, 3.0)	(69, 2.0)	(70, 2.0)	(71, 2.0)	(72, 2.0)	(73, 1.0)	(74, 1.0)	(75, 1.0)	(76, 1.0)	(77, 1.0)	(78, 1.0)	(79, 1.0)	(80, 1.0)	(81, 1.0)	(82, 1.0)	(83, 1.0)	(84, 1.0)	(85, 1.0)	(86, 1.0)	(87, 1.0)	(88, 1.0)	(89, 1.0)	(90, 1.0)
25066LRa150_T2T16_PoreC_05693	(0, 100.0)	(1, 94.0)	(2, 93.0)	(3, 92.0)	(4, 92.0)	(5, 92.0)	(6, 92.0)	(7, 92.0)	(8, 92.0)	(9, 91.0)	(10, 91.0)	(11, 91.0)	(12, 91.0)	(13, 90.0)	(14, 90.0)	(15, 89.0)	(16, 89.0)	(17, 88.0)	(18, 87.0)	(19, 87.0)	(20, 86.0)	(21, 85.0)	(22, 84.0)	(23, 82.0)	(24, 81.0)	(25, 80.0)	(26, 78.0)	(27, 77.0)	(28, 75.0)	(29, 73.0)	(30, 71.0)	(31, 69.0)	(32, 67.0)	(33, 65.0)	(34, 63.0)	(35, 61.0)	(36, 59.0)	(37, 56.00000000000001)	(38, 54.0)	(39, 51.0)	(40, 49.0)	(41, 46.0)	(42, 43.0)	(43, 41.0)	(44, 38.0)	(45, 35.0)	(46, 32.0)	(47, 30.0)	(48, 27.0)	(49, 25.0)	(50, 22.0)	(51, 20.0)	(52, 18.0)	(53, 16.0)	(54, 14.000000000000002)	(55, 12.0)	(56, 10.0)	(57, 9.0)	(58, 8.0)	(59, 6.0)	(60, 6.0)	(61, 5.0)	(62, 4.0)	(63, 3.0)	(64, 3.0)	(65, 2.0)	(66, 2.0)	(67, 2.0)	(68, 2.0)	(69, 1.0)	(70, 1.0)	(71, 1.0)	(72, 1.0)	(73, 1.0)	(74, 1.0)	(75, 1.0)	(76, 1.0)	(77, 1.0)	(78, 1.0)	(79, 1.0)	(80, 1.0)	(81, 1.0)	(82, 1.0)	(83, 1.0)	(84, 1.0)	(85, 1.0)	(86, 1.0)	(87, 1.0)	(88, 1.0)	(89, 1.0)	
